reaction_id,reaction_name,subsystem,chompact_pathway,chompact_subpathway,interpretation_note,reaction_class,is_measured_exchange,is_product_related,is_constraint_reaction,priority_for_figures,donor_class,donor_metabolite,reaction_role,canonical_status,independent_evidence_group,glycan_relevance,mapping_guardrail
EX_phe_L_e,L-Phenylalanine exchange,Exchange,Amino acid metabolism,Phenylalanine uptake,Measured amino acid exchange,exchange,TRUE,FALSE,TRUE,1
EX_pro_L_e,L-Proline exchange,Exchange,Amino acid metabolism,Proline exchange,Measured amino acid exchange,exchange,TRUE,FALSE,TRUE,1
EX_ser_L_e,L-Serine exchange,Exchange,Amino acid metabolism,Serine uptake,Measured amino acid exchange,exchange,TRUE,FALSE,TRUE,1
EX_thr_L_e,L-Threonine exchange,Exchange,Amino acid metabolism,Threonine uptake,Measured amino acid exchange,exchange,TRUE,FALSE,TRUE,1
EX_trp_L_e,L-Tryptophan exchange,Exchange,Amino acid metabolism,Tryptophan uptake,Measured amino acid exchange,exchange,TRUE,FALSE,TRUE,1
EX_tyr_L_e,L-Tyrosine exchange,Exchange,Amino acid metabolism,Tyrosine uptake,Measured amino acid exchange,exchange,TRUE,FALSE,TRUE,1
EX_val_L_e,L-Valine exchange,Exchange,Amino acid metabolism,Valine uptake,Measured amino acid exchange,exchange,TRUE,FALSE,TRUE,1
DM_igg_g,IgG demand,Demand,Product synthesis and IgG assembly,IgG product demand,Model-predicted IgG objective or measured-demand sink,demand,FALSE,TRUE,FALSE,1
DM_for_igg,IgG demand,Demand,Product synthesis and IgG assembly,IgG product demand,Alternative IgG demand reaction,demand,FALSE,TRUE,FALSE,1
igg_formation,IgG formation,Product,Product synthesis and IgG assembly,IgG assembly,IgG assembly reaction,product,FALSE,TRUE,FALSE,1
igg_hc,IgG heavy chain,Product,Product synthesis and IgG assembly,Heavy chain synthesis,IgG heavy-chain synthesis reaction,product,FALSE,TRUE,FALSE,1
igg_lc,IgG light chain,Product,Product synthesis and IgG assembly,Light chain synthesis,IgG light-chain synthesis reaction,product,FALSE,TRUE,FALSE,1
HEX1,Hexokinase,Glycolysis,Central carbon metabolism,Glycolysis entry,Glucose phosphorylation internal model-predicted flux,internal,FALSE,FALSE,FALSE,1
PGI,Glucose-6-phosphate isomerase,Glycolysis,Central carbon metabolism,Glycolysis,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
PFK,Phosphofructokinase,Glycolysis,Central carbon metabolism,Glycolysis,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
FBA,Aldolase,Glycolysis,Central carbon metabolism,Glycolysis,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
TPI,Triose phosphate isomerase,Glycolysis,Central carbon metabolism,Glycolysis,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,Glycolysis,Central carbon metabolism,Glycolysis redox step,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
PGK,Phosphoglycerate kinase,Glycolysis,Central carbon metabolism,Glycolysis ATP step,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
PGM,Phosphoglycerate mutase,Glycolysis,Central carbon metabolism,Glycolysis,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
ENO,Enolase,Glycolysis,Central carbon metabolism,Glycolysis,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
PYK,Pyruvate kinase,Glycolysis,Central carbon metabolism,Lower glycolysis,Model-predicted glycolysis flux,internal,FALSE,FALSE,FALSE,1
LDH_L,Lactate dehydrogenase,Pyruvate/Lactate,Lactate metabolism,Lactate production or consumption,Model-predicted lactate node flux,internal,FALSE,FALSE,FALSE,1
PDHm,Pyruvate dehydrogenase,Pyruvate/Lactate,TCA cycle,Pyruvate entry to TCA,Model-predicted mitochondrial carbon entry,internal,FALSE,FALSE,FALSE,1
PCm,Pyruvate carboxylase,Pyruvate/Lactate,TCA cycle,Anaplerosis,Model-predicted anaplerotic flux,internal,FALSE,FALSE,FALSE,1
ME1m,Malic enzyme,Pyruvate/Lactate,Energy and redox metabolism,Malic enzyme,Model-predicted redox/anaplerotic flux,internal,FALSE,FALSE,FALSE,1
ME2m,Malic enzyme,Pyruvate/Lactate,Energy and redox metabolism,Malic enzyme,Model-predicted redox/anaplerotic flux,internal,FALSE,FALSE,FALSE,1
CSm,Citrate synthase,TCA,TCA cycle,Citrate synthase,Model-predicted TCA flux,internal,FALSE,FALSE,FALSE,1
ACONTam,Aconitase,TCA,TCA cycle,Aconitase,Model-predicted TCA flux,internal,FALSE,FALSE,FALSE,1
ACONTbm,Aconitase,TCA,TCA cycle,Aconitase,Model-predicted TCA flux,internal,FALSE,FALSE,FALSE,1
ICDHyrm,Isocitrate dehydrogenase,TCA,TCA cycle,Isocitrate dehydrogenase,Model-predicted TCA/redox flux,internal,FALSE,FALSE,FALSE,1
AKGDm,Alpha-ketoglutarate dehydrogenase,TCA,TCA cycle,Alpha-KG dehydrogenase,Model-predicted TCA nitrogen-linked flux,internal,FALSE,FALSE,FALSE,1
SUCOASm,Succinyl-CoA synthetase,TCA,TCA cycle,Succinyl-CoA synthetase,Model-predicted TCA flux,internal,FALSE,FALSE,FALSE,1
SUCD1m,Succinate dehydrogenase,TCA,TCA cycle,Succinate dehydrogenase,Model-predicted TCA/ETC flux,internal,FALSE,FALSE,FALSE,1
FUMm,Fumarase,TCA,TCA cycle,Fumarase,Model-predicted TCA flux,internal,FALSE,FALSE,FALSE,1
MDHm,Malate dehydrogenase,TCA,TCA cycle,Malate dehydrogenase,Model-predicted TCA/redox flux,internal,FALSE,FALSE,FALSE,1
G6PDH2r,Glucose-6-phosphate dehydrogenase,PPP/Redox,Pentose phosphate pathway,Oxidative PPP,Model-predicted NADPH generation,internal,FALSE,FALSE,FALSE,1
PGL,6-phosphogluconolactonase,PPP/Redox,Pentose phosphate pathway,Oxidative PPP,Model-predicted PPP flux,internal,FALSE,FALSE,FALSE,1
GND,6-phosphogluconate dehydrogenase,PPP/Redox,Pentose phosphate pathway,Oxidative PPP,Model-predicted NADPH generation,internal,FALSE,FALSE,FALSE,1
G6PDH2rer,"Glucose-6-phosphate dehydrogenase, endoplasmic reticulum",PENTOSE PHOSPHATE PATHWAY,Pentose phosphate pathway,Oxidative PPP,Model-predicted ER oxidative PPP NADPH generation,internal,FALSE,FALSE,FALSE,1
PGLer,"6-phosphogluconolactonase, endoplasmic reticulum",PENTOSE PHOSPHATE PATHWAY,Pentose phosphate pathway,Oxidative PPP,Model-predicted ER oxidative PPP flux,internal,FALSE,FALSE,FALSE,1
GNDer,"Phosphogluconate dehydrogenase, endoplasmic reticulum",PENTOSE PHOSPHATE PATHWAY,Pentose phosphate pathway,Oxidative PPP,Model-predicted ER oxidative PPP NADPH generation,internal,FALSE,FALSE,FALSE,1
RPE,Ribulose 5-phosphate 3-epimerase,PENTOSE PHOSPHATE PATHWAY,Pentose phosphate pathway,Non-oxidative PPP,Model-predicted ribulose-5-phosphate to xylulose-5-phosphate interconversion,internal,FALSE,FALSE,FALSE,1
RPI,Ribose-5-phosphate isomerase,PENTOSE PHOSPHATE PATHWAY,Pentose phosphate pathway,Non-oxidative PPP,Model-predicted ribose-5-phosphate and ribulose-5-phosphate interconversion,internal,FALSE,FALSE,FALSE,1
r0249,"D-Ribose-5-phosphate ketol-isomerase, endoplasmic reticulum",PENTOSE PHOSPHATE PATHWAY,Pentose phosphate pathway,Non-oxidative PPP,Model-predicted ER ribose-5-phosphate and ribulose-5-phosphate interconversion,internal,FALSE,FALSE,FALSE,1
PRPPS,Phosphoribosylpyrophosphate synthetase,PENTOSE PHOSPHATE PATHWAY,Pentose phosphate pathway,PPP-linked nucleotide precursor bridge,Model-predicted ribose-5-phosphate to PRPP handoff into nucleotide biosynthesis; not core oxidative or non-oxidative PPP,internal,FALSE,FALSE,FALSE,1
TKT1,Transketolase,PPP/Redox,Pentose phosphate pathway,Non-oxidative PPP,Model-predicted PPP flux,internal,FALSE,FALSE,FALSE,1
TKT2,Transketolase,PPP/Redox,Pentose phosphate pathway,Non-oxidative PPP,Model-predicted PPP flux,internal,FALSE,FALSE,FALSE,1
TALA,Transaldolase,PPP/Redox,Pentose phosphate pathway,Non-oxidative PPP,Model-predicted PPP flux,internal,FALSE,FALSE,FALSE,1
UAGDP,UDP-N-acetylglucosamine diphosphorylase,AMINOSUGAR METABOLISM,Glycosylation donor supply,Hexosamine / UDP-GlcNAc / UDP-GalNAc donor supply,Model-predicted UDP-GlcNAc donor-supply activation from GlcNAc-1-phosphate and UTP; donor supply only,internal,FALSE,FALSE,FALSE,1,UDP-GlcNAc,UDP-N-acetylglucosamine,direct_activation,core,uap1_udp_glcnac_activation,glycosylation_precursor,Donor-supply flux is not donor concentration or glycan quality.
UAG4E,UDP-N-acetylglucosamine 4-epimerase,AMINOSUGAR METABOLISM,Glycosylation donor supply,Hexosamine / UDP-GlcNAc / UDP-GalNAc donor supply,Model-predicted UDP-GlcNAc to UDP-GalNAc donor interconversion; donor supply only,internal,FALSE,FALSE,FALSE,1,UDP-GalNAc,UDP-N-acetylgalactosamine,donor_interconversion,core,gale_udp_hexosamine_epimerase,glycosylation_precursor,Donor interconversion does not predict glycan composition or site occupancy.
UAGALDP,UDP-N-acetylgalactosamine diphosphorylase,AMINOSUGAR METABOLISM,Glycosylation donor supply,Hexosamine / UDP-GlcNAc / UDP-GalNAc donor supply,Model-predicted UDP-GalNAc donor-supply activation from GalNAc-1-phosphate and UTP; donor supply only,internal,FALSE,FALSE,FALSE,1,UDP-GalNAc,UDP-N-acetylgalactosamine,direct_activation,core,uap1_udp_galnac_activation,glycosylation_precursor,Donor-supply flux is not donor concentration or glycan quality.
GALU,UTP-glucose-1-phosphate uridylyltransferase,GALACTOSE METABOLISM,Glycosylation donor supply,UDP-Hexose / UDP-Gal donor supply,Model-predicted UDP-glucose donor-supply activation from glucose-1-phosphate and UTP; donor supply only,internal,FALSE,FALSE,FALSE,1,UDP-Glucose,UDP-glucose,direct_activation,core,ugp2_udp_glucose_activation,glycosylation_precursor,UDP-glucose supply is not an mAb glycoform prediction.
GALT,BiGGRxn35,GALACTOSE METABOLISM,Glycosylation donor supply,UDP-Hexose / UDP-Gal donor supply,Model-predicted UDP-galactose activation route; model alternative to the UGLT Leloir representation and non-independent evidence,internal,FALSE,FALSE,FALSE,1,UDP-Galactose,UDP-galactose,direct_activation,model_alternative,galt_udp_galactose_route,glycosylation_precursor,Non-independent model alternative; do not count separately from UGLT as biological evidence.
UGLT,UDPglucose--hexose-1-phosphate uridylyltransferase,GALACTOSE METABOLISM,Glycosylation donor supply,UDP-Hexose / UDP-Gal donor supply,Model-predicted UDP-glucose/UDP-galactose donor interconversion bridge; donor supply only,internal,FALSE,FALSE,FALSE,1,UDP-Galactose,UDP-galactose,donor_interconversion,core,galt_udp_galactose_route,glycosylation_precursor,Donor interconversion does not predict galactosylation level.
UDPG4E,UDPglucose 4-epimerase,GALACTOSE METABOLISM,Glycosylation donor supply,UDP-Hexose / UDP-Gal donor supply,Model-predicted UDP-glucose to UDP-galactose donor interconversion; donor supply only,internal,FALSE,FALSE,FALSE,1,UDP-Galactose,UDP-galactose,donor_interconversion,core,gale_udp_hexose_epimerase,glycosylation_precursor,Donor interconversion does not predict galactosylation level.
UDPGD,UDPglucose 6-dehydrogenase,STARCH AND SUCROSE METABOLISM,Glycosylation donor supply,UDP-GlcA donor supply,Model-predicted UDP-glucuronate donor-supply formation from UDP-glucose; donor supply only and not mAb-specific,internal,FALSE,FALSE,FALSE,1,UDP-GlcA,UDP-glucuronate,donor_synthesis,core,ugdh_udp_glca_synthesis,not_mab_specific,UDP-GlcA donor-supply flux is not an mAb-specific glycosylation marker.
MAN1PT2,mannose-1-phosphate guanylyltransferase (GDP),FRUCTOSE AND MANNOSE METABOLISM,Glycosylation donor supply,GDP-Mannose donor supply,Model-predicted GDP-dependent GDP-mannose route; model alternative to the GTP-dependent r0208 representation and non-independent evidence,internal,FALSE,FALSE,FALSE,1,GDP-Mannose,GDP-mannose,direct_activation,model_alternative,gmppb_gdp_mannose_activation,glycosylation_precursor,Non-independent model alternative; do not count separately from r0208 as biological evidence.
r0208,GTP:alpha-D-mannose-1-phosphate guanylyltransferase,FRUCTOSE AND MANNOSE METABOLISM,Glycosylation donor supply,GDP-Mannose donor supply,Model-predicted GDP-mannose donor-supply activation from mannose-1-phosphate and GTP; donor supply only,internal,FALSE,FALSE,FALSE,1,GDP-Mannose,GDP-mannose,direct_activation,core,gmppb_gdp_mannose_activation,glycosylation_precursor,Donor-supply flux does not represent ER/Golgi-accessible donor abundance.
GMAND,GDP-D-mannose dehydratase,FRUCTOSE AND MANNOSE METABOLISM,Glycosylation donor supply,GDP-Fucose donor supply,Model-predicted GDP-mannose to GDP-4-dehydro-6-deoxy-D-mannose handoff toward GDP-fucose donor supply; donor supply only,internal,FALSE,FALSE,FALSE,1,GDP-Fucose,GDP-4-dehydro-6-deoxy-D-mannose,precursor_handoff,core,gdp_fucose_de_novo,glycosylation_precursor,Pathway flux does not predict fucosylation level.
GFUCS,GDP-L-fucose synthase,FRUCTOSE AND MANNOSE METABOLISM,Glycosylation donor supply,GDP-Fucose donor supply,Model-predicted NADPH-dependent GDP-fucose donor-supply formation; donor supply only,internal,FALSE,FALSE,FALSE,1,GDP-Fucose,GDP-fucose,donor_synthesis,core,gdp_fucose_de_novo,glycosylation_precursor,Pathway flux does not predict fucosylation level.
r0782,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",AMINOSUGAR METABOLISM,Glycosylation donor supply,GDP-Fucose donor supply,Model-predicted NADH-dependent alternate cofactor route to GDP-fucose; non-independent model evidence,internal,FALSE,FALSE,FALSE,1,GDP-Fucose,GDP-fucose,donor_synthesis,cofactor_alternative,gdp_fucose_de_novo,glycosylation_precursor,Non-independent cofactor alternative; do not count separately from GFUCS as biological evidence.
F1PGT,fucose-1-phosphate guanylyltransferase,FRUCTOSE AND MANNOSE METABOLISM,Glycosylation donor supply,GDP-Fucose donor supply,Model-predicted GDP-fucose salvage activation from fucose-1-phosphate and GTP; donor supply only,internal,FALSE,FALSE,FALSE,1,GDP-Fucose,GDP-fucose,salvage_activation,core,gdp_fucose_salvage,glycosylation_precursor,Salvage flux does not predict fucosylation level.
CMPSAS,CMP sialic acid synthase,AMINOSUGAR METABOLISM,Glycosylation donor supply,CMP-Sialic acid donor supply,Model-predicted cytosolic CMP-sialic acid route; compartment duplicate of CMPSASn and non-independent evidence,internal,FALSE,FALSE,FALSE,1,CMP-Sialic acid,CMP-N-acetylneuraminate,direct_activation,compartment_duplicate,cmpsas_cmp_sialic_activation,glycosylation_precursor,Non-independent compartment duplicate; do not count separately from CMPSASn or infer localization.
CMPSASn,"CMP sialic acid synthase, nuclear",AMINOSUGAR METABOLISM,Glycosylation donor supply,CMP-Sialic acid donor supply,Model-predicted CMP-sialic acid donor-supply activation in the model nuclear compartment; donor supply only,internal,FALSE,FALSE,FALSE,1,CMP-Sialic acid,CMP-N-acetylneuraminate,direct_activation,core,cmpsas_cmp_sialic_activation,glycosylation_precursor,Donor-supply flux does not predict sialylation level Neu5Ac/Neu5Gc ratio or Golgi availability.
GLNS,Glutamine synthetase,Glutamine/Nitrogen,Glutamine and glutamate metabolism,Glutamine synthesis,Model-predicted nitrogen metabolism flux,internal,FALSE,FALSE,FALSE,1
GLUNm,Glutaminase,Glutamine/Nitrogen,Glutamine and glutamate metabolism,Glutamine catabolism,Model-predicted glutaminolysis flux,internal,FALSE,FALSE,FALSE,1
GLUDym,Glutamate dehydrogenase,Glutamine/Nitrogen,Glutamine and glutamate metabolism,Glutamate dehydrogenase,Model-predicted nitrogen/TCA link,internal,FALSE,FALSE,FALSE,1
GLUDxm,Glutamate dehydrogenase,Glutamine/Nitrogen,Glutamine and glutamate metabolism,Glutamate dehydrogenase,Model-predicted nitrogen/TCA link,internal,FALSE,FALSE,FALSE,1
ALATA_L,Alanine transaminase,Glutamine/Nitrogen,Amino acid metabolism,Alanine transamination,Model-predicted amino acid nitrogen flux,internal,FALSE,FALSE,FALSE,1
ASPTA,Aspartate transaminase,Glutamine/Nitrogen,Amino acid metabolism,Aspartate transamination,Model-predicted amino acid nitrogen flux,internal,FALSE,FALSE,FALSE,1
ATPM,ATP maintenance,Energy,Energy and redox metabolism,ATP maintenance,Model-predicted maintenance energy demand,internal,FALSE,FALSE,FALSE,1
ATPS4m,ATP synthase,Energy,Energy and redox metabolism,Oxidative phosphorylation,Model-predicted mitochondrial ATP generation,internal,FALSE,FALSE,FALSE,1
NADH2_u10m,NADH dehydrogenase,Energy,Energy and redox metabolism,Complex I,Model-predicted electron transport flux,internal,FALSE,FALSE,FALSE,1
CYOR_u10m,Cytochrome reductase,Energy,Energy and redox metabolism,Complex III,Model-predicted electron transport flux,internal,FALSE,FALSE,FALSE,1
CYOOm,Cytochrome oxidase,Energy,Energy and redox metabolism,Complex IV,Model-predicted electron transport flux,internal,FALSE,FALSE,FALSE,1
